wl	n
11.05	3.287564
11.06	3.293131
11.07	3.298692
11.08	3.304249
11.09	3.309802
11.10	3.315351
11.11	3.320895
11.12	3.326435
11.13	3.331970
11.14	3.337502
11.15	3.343029
11.16	3.348552
11.17	3.354070
11.18	3.359585
11.19	3.365095
11.20	3.370601
11.21	3.376103
11.22	3.381601
11.23	3.387095
11.24	3.392585
11.25	3.398070
11.26	3.403552
11.27	3.409030
11.28	3.414503
11.29	3.419973
11.30	3.425439
11.31	3.430900
11.32	3.436358
11.33	3.441812
11.34	3.447263
11.35	3.452709
11.36	3.458151
11.37	3.463590
11.38	3.469025
11.39	3.474456
11.40	3.479883
11.41	3.485306
11.42	3.490726
11.43	3.496142
11.44	3.501554
11.45	3.506963
11.46	3.512368
11.47	3.517769
11.48	3.523167
11.49	3.528561
11.50	3.533951
11.51	3.539338
11.52	3.544721
11.53	3.550101
11.54	3.555477
11.55	3.560850
11.56	3.566219
11.57	3.571584
11.58	3.576947
11.59	3.582305
11.60	3.587661
11.61	3.593012
11.62	3.598361
11.63	3.603706
11.64	3.609047
11.65	3.614386
11.66	3.619720
11.67	3.625052
11.68	3.630380
11.69	3.635705
11.70	3.641027
11.71	3.646345
11.72	3.651660
11.73	3.656972
11.74	3.662280
11.75	3.667585
11.76	3.672887
11.77	3.678186
11.78	3.683482
11.79	3.688774
11.80	3.694064
11.81	3.699350
11.82	3.704633
11.83	3.709913
11.84	3.715190
11.85	3.720463
11.86	3.725734
11.87	3.731002
11.88	3.736266
11.89	3.741528
11.90	3.746786
11.91	3.752041
11.92	3.757294
11.93	3.762543
11.94	3.767790
11.95	3.773033
11.96	3.778274
11.97	3.783511
11.98	3.788746
11.99	3.793977
12.00	3.799206
12.01	3.804432
12.02	3.809655
12.03	3.814875
12.04	3.820092
12.05	3.825307
12.06	3.830518
12.07	3.835727
12.08	3.840933
12.09	3.846136
12.10	3.851336
12.11	3.856534
12.12	3.861728
12.13	3.866920
12.14	3.872110
12.15	3.877296
12.16	3.882480
12.17	3.887661
12.18	3.892839
12.19	3.898015
12.20	3.903188
12.21	3.908358
12.22	3.913526
12.23	3.918690
12.24	3.923853
12.25	3.929012
12.26	3.934169
12.27	3.939324
12.28	3.944476
12.29	3.949625
12.30	3.954771
12.31	3.959915
12.32	3.965057
12.33	3.970196
12.34	3.975332
12.35	3.980466
12.36	3.985597
12.37	3.990726
12.38	3.995852
12.39	4.000976
12.40	4.006097
12.41	4.011216
12.42	4.016333
12.43	4.021446
12.44	4.026558
12.45	4.031667
12.46	4.036773
12.47	4.041877
12.48	4.046979
12.49	4.052078
12.50	4.057175
12.51	4.062270
12.52	4.067362
12.53	4.072452
12.54	4.077539
12.55	4.082624
12.56	4.087707
12.57	4.092787
12.58	4.097865
12.59	4.102941
12.60	4.108014
12.61	4.113085
12.62	4.118154
12.63	4.123221
12.64	4.128285
12.65	4.133347
12.66	4.138407
12.67	4.143464
12.68	4.148519
12.69	4.153572
12.70	4.158623
12.71	4.163672
12.72	4.168718
12.73	4.173762
12.74	4.178804
12.75	4.183844
12.76	4.188881
12.77	4.193916
12.78	4.198950
12.79	4.203981
12.80	4.209010
12.81	4.214036
12.82	4.219061
12.83	4.224083
12.84	4.229104
12.85	4.234122
12.86	4.239138
12.87	4.244152
12.88	4.249164
12.89	4.254174
12.90	4.259182
12.91	4.264187
12.92	4.269191
12.93	4.274192
12.94	4.279192
12.95	4.284189
12.96	4.289185
12.97	4.294178
12.98	4.299170
12.99	4.304159
13.00	4.309147
13.01	4.314132
13.02	4.319115
13.03	4.324097
13.04	4.329076
13.05	4.334054
13.06	4.339029
13.07	4.344003
13.08	4.348974
13.09	4.353944
13.10	4.358911
13.11	4.363877
13.12	4.368841
13.13	4.373803
13.14	4.378763
13.15	4.383721
13.16	4.388677
13.17	4.393631
13.18	4.398584
13.19	4.403534
13.20	4.408483
13.21	4.413430
13.22	4.418375
13.23	4.423318
13.24	4.428259
13.25	4.433198
13.26	4.438136
13.27	4.443071
13.28	4.448005
13.29	4.452937
13.30	4.457867
13.31	4.462796
13.32	4.467722
13.33	4.472647
13.34	4.477570
13.35	4.482491
13.36	4.487411
13.37	4.492328
13.38	4.497244
13.39	4.502158
13.40	4.507071
13.41	4.511981
13.42	4.516890
13.43	4.521797
13.44	4.526703
13.45	4.531606
13.46	4.536508
13.47	4.541409
13.48	4.546307
13.49	4.551204
13.50	4.556099
13.51	4.560992
13.52	4.565884
13.53	4.570774
13.54	4.575662
13.55	4.580549
13.56	4.585434
13.57	4.590317
13.58	4.595199
13.59	4.600079
13.60	4.604957
13.61	4.609834
13.62	4.614709
13.63	4.619583
13.64	4.624455
13.65	4.629325
13.66	4.634193
13.67	4.639060
13.68	4.643926
13.69	4.648789
13.70	4.653651
13.71	4.658512
13.72	4.663371
13.73	4.668228
13.74	4.673084
13.75	4.677938
13.76	4.682791
13.77	4.687642
13.78	4.692492
13.79	4.697340
13.80	4.702186
13.81	4.707031
13.82	4.711874
13.83	4.716716
13.84	4.721556
13.85	4.726395
13.86	4.731232
13.87	4.736068
13.88	4.740902
13.89	4.745735
13.90	4.750566
13.91	4.755396
13.92	4.760224
13.93	4.765050
13.94	4.769876
13.95	4.774699
13.96	4.779522
13.97	4.784342
13.98	4.789162
13.99	4.793979
14.00	4.798796
14.01	4.803611
14.02	4.808424
14.03	4.813236
14.04	4.818047
14.05	4.822856
14.06	4.827664
14.07	4.832470
14.08	4.837275
14.09	4.842078
14.10	4.846880
14.11	4.851681
14.12	4.856480
14.13	4.861278
14.14	4.866074
14.15	4.870869
14.16	4.875663
14.17	4.880455
14.18	4.885246
14.19	4.890035
14.20	4.894823
14.21	4.899610
14.22	4.904395
14.23	4.909179
14.24	4.913962
14.25	4.918743
14.26	4.923523
14.27	4.928301
14.28	4.933078
14.29	4.937854
14.30	4.942629
14.31	4.947402
14.32	4.952174
14.33	4.956944
14.34	4.961714
14.35	4.966481
14.36	4.971248
14.37	4.976013
14.38	4.980777
14.39	4.985540
14.40	4.990301
14.41	4.995061
14.42	4.999820
14.43	5.004577
14.44	5.009334
14.45	5.014088
14.46	5.018842
14.47	5.023594
14.48	5.028345
14.49	5.033095
14.50	5.037844
14.51	5.042591
14.52	5.047337
14.53	5.052082
14.54	5.056825
14.55	5.061568
14.56	5.066309
14.57	5.071049
14.58	5.075787
14.59	5.080524
14.60	5.085260
14.61	5.089995
14.62	5.094729
14.63	5.099461
14.64	5.104193
14.65	5.108923
14.66	5.113651
14.67	5.118379
14.68	5.123105
14.69	5.127831
14.70	5.132555
14.71	5.137277
14.72	5.141999
14.73	5.146719
14.74	5.151439
14.75	5.156157
14.76	5.160874
14.77	5.165589
14.78	5.170304
14.79	5.175017
14.80	5.179730
14.81	5.184441
14.82	5.189150
14.83	5.193859
14.84	5.198567
14.85	5.203273
14.86	5.207979
14.87	5.212683
14.88	5.217386
14.89	5.222088
14.90	5.226788
14.91	5.231488
14.92	5.236187
14.93	5.240884
14.94	5.245580
14.95	5.250275
14.96	5.254969
14.97	5.259662
14.98	5.264354
14.99	5.269045
15.00	5.273734
15.01	5.278423
15.02	5.283110
15.03	5.287797
15.04	5.292482
15.05	5.297166
15.06	5.301849
15.07	5.306531
15.08	5.311212
15.09	5.315892
15.10	5.320571
15.11	5.325248
15.12	5.329925
15.13	5.334600
15.14	5.339275
15.15	5.343948
15.16	5.348621
15.17	5.353292
15.18	5.357962
15.19	5.362631
15.20	5.367300
15.21	5.371967
15.22	5.376633
15.23	5.381298
15.24	5.385962
15.25	5.390625
15.26	5.395287
15.27	5.399948
15.28	5.404608
15.29	5.409267
15.30	5.413924
15.31	5.418581
15.32	5.423237
15.33	5.427892
15.34	5.432546
15.35	5.437199
15.36	5.441851
15.37	5.446501
15.38	5.451151
15.39	5.455800
15.40	5.460448
15.41	5.465095
15.42	5.469741
15.43	5.474385
15.44	5.479029
15.45	5.483672
15.46	5.488314
15.47	5.492955
15.48	5.497595
15.49	5.502234
15.50	5.506872
15.51	5.511509
15.52	5.516145
15.53	5.520781
15.54	5.525415
15.55	5.530048
15.56	5.534680
15.57	5.539312
15.58	5.543942
15.59	5.548572
15.60	5.553200
15.61	5.557828
15.62	5.562454
15.63	5.567080
15.64	5.571705
15.65	5.576329
15.66	5.580952
15.67	5.585574
15.68	5.590195
15.69	5.594815
15.70	5.599434
15.71	5.604052
15.72	5.608670
15.73	5.613286
15.74	5.617902
15.75	5.622517
15.76	5.627130
15.77	5.631743
15.78	5.636355
15.79	5.640966
15.80	5.645576
15.81	5.650186
15.82	5.654794
15.83	5.659402
15.84	5.664008
15.85	5.668614
15.86	5.673219
15.87	5.677823
15.88	5.682426
15.89	5.687028
15.90	5.691629
15.91	5.696230
15.92	5.700829
15.93	5.705428
15.94	5.710026
15.95	5.714623
15.96	5.719219
15.97	5.723814
15.98	5.728409
15.99	5.733002
16.00	5.737595
16.01	5.742187
16.02	5.746778
16.03	5.751368
16.04	5.755958
16.05	5.760546
16.06	5.765134
16.07	5.769721
16.08	5.774306
16.09	5.778892
16.10	5.783476
16.11	5.788059
16.12	5.792642
16.13	5.797224
16.14	5.801805
16.15	5.806385
16.16	5.810965
16.17	5.815543
16.18	5.820121
16.19	5.824698
16.20	5.829274
16.21	5.833849
16.22	5.838424
16.23	5.842997
16.24	5.847570
16.25	5.852142
16.26	5.856714
16.27	5.861284
16.28	5.865854
16.29	5.870423
16.30	5.874991
16.31	5.879558
16.32	5.884125
16.33	5.888691
16.34	5.893255
16.35	5.897820
16.36	5.902383
16.37	5.906946
16.38	5.911508
16.39	5.916069
16.40	5.920629
16.41	5.925189
16.42	5.929747
16.43	5.934305
16.44	5.938863
16.45	5.943419
16.46	5.947975
16.47	5.952530
16.48	5.957084
16.49	5.961637
16.50	5.966190
16.51	5.970742
16.52	5.975293
16.53	5.979844
16.54	5.984393
16.55	5.988942
16.56	5.993491
16.57	5.998038
16.58	6.002585
16.59	6.007131
16.60	6.011676
16.61	6.016221
16.62	6.020764
16.63	6.025307
16.64	6.029850
16.65	6.034391
16.66	6.038932
16.67	6.043472
16.68	6.048012
16.69	6.052551
16.70	6.057089
16.71	6.061626
16.72	6.066162
16.73	6.070698
16.74	6.075233
16.75	6.079768
16.76	6.084302
16.77	6.088835
16.78	6.093367
16.79	6.097899
16.80	6.102430
16.81	6.106960
16.82	6.111489
16.83	6.116018
16.84	6.120546
16.85	6.125074
16.86	6.129601
16.87	6.134127
16.88	6.138652
16.89	6.143177
16.90	6.147701
16.91	6.152224
16.92	6.156747
16.93	6.161269
16.94	6.165790
16.95	6.170311
16.96	6.174831
16.97	6.179350
16.98	6.183868
16.99	6.188386
17.00	6.192904
17.01	6.197420
17.02	6.201936
17.03	6.206451
17.04	6.210966
17.05	6.215480
17.06	6.219993
17.07	6.224506
17.08	6.229018
17.09	6.233529
17.10	6.238040
17.11	6.242550
17.12	6.247059
17.13	6.251568
17.14	6.256076
17.15	6.260584
17.16	6.265091
17.17	6.269597
17.18	6.274102
17.19	6.278607
17.20	6.283111
17.21	6.287615
17.22	6.292118
17.23	6.296620
17.24	6.301122
17.25	6.305623
17.26	6.310124
17.27	6.314624
17.28	6.319123
17.29	6.323621
17.30	6.328119
17.31	6.332617
17.32	6.337114
17.33	6.341610
17.34	6.346105
17.35	6.350600
17.36	6.355094
17.37	6.359588
17.38	6.364081
17.39	6.368574
17.40	6.373066
17.41	6.377557
17.42	6.382048
17.43	6.386538
17.44	6.391027
17.45	6.395516
17.46	6.400004
17.47	6.404492
17.48	6.408979
17.49	6.413465
17.50	6.417951
17.51	6.422437
17.52	6.426921
17.53	6.431405
17.54	6.435889
17.55	6.440372
17.56	6.444854
17.57	6.449336
17.58	6.453817
17.59	6.458298
17.60	6.462778
17.61	6.467258
17.62	6.471737
17.63	6.476215
17.64	6.480693
17.65	6.485170
17.66	6.489647
17.67	6.494123
17.68	6.498598
17.69	6.503073
17.70	6.507547
17.71	6.512021
17.72	6.516495
17.73	6.520967
17.74	6.525439
17.75	6.529911
17.76	6.534382
17.77	6.538853
17.78	6.543322
17.79	6.547792
17.80	6.552261
17.81	6.556729
17.82	6.561197
17.83	6.565664
17.84	6.570131
17.85	6.574597
17.86	6.579062
17.87	6.583527
17.88	6.587992
17.89	6.592456
17.90	6.596919
17.91	6.601382
17.92	6.605844
17.93	6.610306
17.94	6.614768
17.95	6.619228
17.96	6.623689
17.97	6.628148
17.98	6.632607
17.99	6.637066
18.00	6.641524
18.01	6.645982
18.02	6.650439
18.03	6.654896
18.04	6.659352
18.05	6.663807
18.06	6.668262
18.07	6.672717
18.08	6.677171
18.09	6.681624
18.10	6.686077
18.11	6.690530
18.12	6.694982
18.13	6.699433
18.14	6.703884
18.15	6.708335
18.16	6.712785
18.17	6.717234
18.18	6.721683
18.19	6.726132
18.20	6.730580
18.21	6.735027
18.22	6.739474
18.23	6.743921
18.24	6.748367
18.25	6.752812
18.26	6.757257
18.27	6.761702
18.28	6.766146
18.29	6.770589
18.30	6.775033
18.31	6.779475
18.32	6.783917
18.33	6.788359
18.34	6.792800
18.35	6.797241
18.36	6.801681
18.37	6.806121
18.38	6.810560
18.39	6.814999
18.40	6.819437
18.41	6.823875
18.42	6.828312
18.43	6.832749
18.44	6.837186
18.45	6.841622
18.46	6.846057
18.47	6.850492
18.48	6.854927
18.49	6.859361
18.50	6.863795
18.51	6.868228
18.52	6.872661
18.53	6.877093
18.54	6.881525
18.55	6.885957
18.56	6.890388
18.57	6.894818
18.58	6.899248
18.59	6.903678
18.60	6.908107
18.61	6.912536
18.62	6.916964
18.63	6.921392
18.64	6.925819
18.65	6.930246
18.66	6.934673
18.67	6.939099
18.68	6.943524
18.69	6.947950
18.70	6.952374
18.71	6.956799
18.72	6.961223
18.73	6.965646
18.74	6.970069
18.75	6.974492
18.76	6.978914
18.77	6.983336
18.78	6.987757
18.79	6.992178
18.80	6.996599
18.81	7.001019
18.82	7.005438
18.83	7.009858
18.84	7.014276
18.85	7.018695
18.86	7.023113
18.87	7.027530
18.88	7.031947
18.89	7.036364
18.90	7.040781
18.91	7.045197
18.92	7.049612
18.93	7.054027
18.94	7.058442
18.95	7.062856
18.96	7.067270
18.97	7.071684
18.98	7.076097
18.99	7.080509
19.00	7.084922
19.01	7.089334
19.02	7.093745
19.03	7.098156
19.04	7.102567
19.05	7.106977
19.06	7.111387
19.07	7.115797
19.08	7.120206
19.09	7.124615
19.10	7.129023
19.11	7.133431
19.12	7.137838
19.13	7.142246
19.14	7.146653
19.15	7.151059
19.16	7.155465
19.17	7.159871
19.18	7.164276
19.19	7.168681
19.20	7.173086
19.21	7.177490
19.22	7.181894
19.23	7.186297
19.24	7.190700
19.25	7.195103
19.26	7.199505
19.27	7.203907
19.28	7.208309
19.29	7.212710
19.30	7.217111
19.31	7.221511
19.32	7.225911
19.33	7.230311
19.34	7.234710
19.35	7.239109
19.36	7.243508
19.37	7.247906
19.38	7.252304
19.39	7.256702
19.40	7.261099
19.41	7.265496
19.42	7.269893
19.43	7.274289
19.44	7.278685
19.45	7.283080
19.46	7.287476
19.47	7.291870
19.48	7.296265
19.49	7.300659
19.50	7.305053
19.51	7.309446
19.52	7.313839
19.53	7.318232
19.54	7.322625
19.55	7.327017
19.56	7.331408
19.57	7.335800
19.58	7.340191
19.59	7.344582
19.60	7.348972
19.61	7.353362
19.62	7.357752
19.63	7.362141
19.64	7.366531
19.65	7.370919
19.66	7.375308
19.67	7.379696
19.68	7.384084
19.69	7.388471
19.70	7.392859
19.71	7.397245
19.72	7.401632
19.73	7.406018
19.74	7.410404
19.75	7.414790
19.76	7.419175
19.77	7.423560
19.78	7.427945
19.79	7.432329
19.80	7.436713
19.81	7.441097
19.82	7.445480
19.83	7.449863
19.84	7.454246
19.85	7.458629
19.86	7.463011
19.87	7.467393
19.88	7.471774
19.89	7.476156
19.90	7.480537
19.91	7.484917
19.92	7.489298
19.93	7.493678
19.94	7.498058
19.95	7.502437
19.96	7.506816
19.97	7.511195
19.98	7.515574
19.99	7.519953
20.00	7.524331
20.01	7.528708
20.02	7.533086
20.03	7.537463
20.04	7.541840
20.05	7.546217
20.06	7.550593
20.07	7.554969
20.08	7.559345
20.09	7.563721
20.10	7.568096
20.11	7.572471
20.12	7.576846
20.13	7.581220
20.14	7.585594
20.15	7.589968
20.16	7.594342
20.17	7.598715
20.18	7.603089
20.19	7.607461
20.20	7.611834
20.21	7.616206
20.22	7.620578
20.23	7.624950
20.24	7.629322
20.25	7.633693
20.26	7.638064
20.27	7.642435
20.28	7.646805
20.29	7.651176
20.30	7.655546
20.31	7.659915
20.32	7.664285
20.33	7.668654
20.34	7.673023
20.35	7.677392
20.36	7.681760
20.37	7.686129
20.38	7.690497
20.39	7.694864
20.40	7.699232
20.41	7.703599
20.42	7.707966
20.43	7.712333
20.44	7.716700
20.45	7.721066
20.46	7.725432
20.47	7.729798
20.48	7.734164
20.49	7.738529
20.50	7.742894
20.51	7.747259
20.52	7.751624
20.53	7.755988
20.54	7.760353
20.55	7.764717
20.56	7.769080
20.57	7.773444
20.58	7.777807
20.59	7.782171
20.60	7.786533
20.61	7.790896
20.62	7.795259
20.63	7.799621
20.64	7.803983
20.65	7.808345
20.66	7.812706
20.67	7.817068
20.68	7.821429
20.69	7.825790
20.70	7.830151
20.71	7.834511
20.72	7.838872
20.73	7.843232
20.74	7.847592
20.75	7.851952
20.76	7.856311
20.77	7.860671
20.78	7.865030
20.79	7.869389
20.80	7.873748
20.81	7.878106
20.82	7.882465
20.83	7.886823
20.84	7.891181
20.85	7.895539
20.86	7.899896
20.87	7.904254
20.88	7.908611
20.89	7.912968
20.90	7.917325
20.91	7.921681
20.92	7.926038
20.93	7.930394
20.94	7.934750
20.95	7.939106
20.96	7.943462
20.97	7.947818
20.98	7.952173
20.99	7.956528
21.00	7.960883
21.01	7.965238
21.02	7.969593
21.03	7.973948
21.04	7.978302
21.05	7.982656
21.06	7.987010
21.07	7.991364
21.08	7.995718
21.09	8.000072
21.10	8.004425
21.11	8.008778
21.12	8.013131
21.13	8.017484
21.14	8.021837
21.15	8.026190
21.16	8.030542
21.17	8.034894
21.18	8.039247
21.19	8.043599
21.20	8.047950
21.21	8.052302
21.22	8.056654
21.23	8.061005
21.24	8.065356
21.25	8.069707
21.26	8.074058
21.27	8.078409
21.28	8.082760
21.29	8.087111
21.30	8.091461
21.31	8.095811
21.32	8.100161
21.33	8.104511
21.34	8.108861
21.35	8.113211
21.36	8.117561
21.37	8.121910
21.38	8.126260
21.39	8.130609
21.40	8.134958
21.41	8.139307
21.42	8.143656
21.43	8.148005
21.44	8.152353
21.45	8.156702
21.46	8.161050
21.47	8.165398
21.48	8.169746
21.49	8.174095
21.50	8.178442
21.51	8.182790
21.52	8.187138
21.53	8.191486
21.54	8.195833
21.55	8.200180
21.56	8.204528
21.57	8.208875
21.58	8.213222
21.59	8.217569
21.60	8.221916
21.61	8.226263
21.62	8.230609
21.63	8.234956
21.64	8.239302
21.65	8.243649
21.66	8.247995
21.67	8.252341
21.68	8.256687
21.69	8.261033
21.70	8.265379
21.71	8.269725
21.72	8.274071
21.73	8.278417
21.74	8.282762
21.75	8.287108
21.76	8.291453
21.77	8.295799
21.78	8.300144
21.79	8.304489
21.80	8.308834
21.81	8.313179
21.82	8.317524
21.83	8.321869
21.84	8.326214
21.85	8.330559
21.86	8.334904
21.87	8.339248
21.88	8.343593
21.89	8.347937
21.90	8.352282
21.91	8.356626
21.92	8.360971
21.93	8.365315
21.94	8.369659
21.95	8.374003
21.96	8.378347
21.97	8.382692
21.98	8.387036
21.99	8.391380
22.00	8.395723
22.01	8.400067
22.02	8.404411
22.03	8.408755
22.04	8.413099
22.05	8.417443
22.06	8.421786
22.07	8.426130
22.08	8.430473
22.09	8.434817
22.10	8.439161
22.11	8.443504
22.12	8.447848
22.13	8.452191
22.14	8.456534
22.15	8.460878
22.16	8.465221
22.17	8.469565
22.18	8.473908
22.19	8.478251
22.20	8.482595
22.21	8.486938
22.22	8.491281
22.23	8.495624
22.24	8.499968
22.25	8.504311
22.26	8.508654
22.27	8.512997
22.28	8.517340
22.29	8.521684
22.30	8.526027
22.31	8.530370
22.32	8.534713
22.33	8.539056
22.34	8.543399
22.35	8.547743
22.36	8.552086
22.37	8.556429
22.38	8.560772
22.39	8.565115
22.40	8.569459
22.41	8.573802
22.42	8.578145
22.43	8.582488
22.44	8.586832
22.45	8.591175
22.46	8.595518
22.47	8.599862
22.48	8.604205
22.49	8.608548
22.50	8.612892
22.51	8.617235
22.52	8.621579
22.53	8.625922
22.54	8.630266
22.55	8.634609
22.56	8.638953
22.57	8.643296
22.58	8.647640
22.59	8.651984
22.60	8.656328
22.61	8.660671
22.62	8.665015
22.63	8.669359
22.64	8.673703
22.65	8.678047
22.66	8.682391
22.67	8.686735
22.68	8.691079
22.69	8.695424
22.70	8.699768
22.71	8.704112
22.72	8.708456
22.73	8.712801
22.74	8.717145
22.75	8.721490
22.76	8.725835
22.77	8.730179
22.78	8.734524
22.79	8.738869
22.80	8.743214
22.81	8.747559
22.82	8.751904
22.83	8.756249
22.84	8.760594
22.85	8.764940
22.86	8.769285
22.87	8.773631
22.88	8.777976
22.89	8.782322
22.90	8.786668
22.91	8.791014
22.92	8.795359
22.93	8.799706
22.94	8.804052
22.95	8.808398
22.96	8.812744
22.97	8.817091
22.98	8.821437
22.99	8.825784
23.00	8.830131
23.01	8.834478
23.02	8.838825
23.03	8.843172
23.04	8.847519
23.05	8.851866
23.06	8.856214
23.07	8.860561
23.08	8.864909
23.09	8.869257
23.10	8.873605
23.11	8.877953
23.12	8.882301
23.13	8.886650
23.14	8.890998
23.15	8.895347
23.16	8.899695
23.17	8.904044
23.18	8.908393
23.19	8.912743
23.20	8.917092
23.21	8.921441
23.22	8.925791
23.23	8.930141
23.24	8.934491
23.25	8.938841
23.26	8.943191
23.27	8.947541
23.28	8.951892
23.29	8.956243
23.30	8.960594
23.31	8.964945
23.32	8.969296
23.33	8.973647
23.34	8.977999
23.35	8.982351
23.36	8.986703
23.37	8.991055
23.38	8.995407
23.39	8.999760
23.40	9.004112
23.41	9.008465
23.42	9.012818
23.43	9.017171
23.44	9.021525
23.45	9.025878
23.46	9.030232
23.47	9.034586
23.48	9.038940
23.49	9.043295
23.50	9.047649
23.51	9.052004
23.52	9.056359
23.53	9.060715
23.54	9.065070
23.55	9.069426
23.56	9.073782
23.57	9.078138
23.58	9.082494
23.59	9.086851
23.60	9.091207
23.61	9.095564
23.62	9.099922
23.63	9.104279
23.64	9.108637
23.65	9.112995
23.66	9.117353
23.67	9.121712
23.68	9.126070
23.69	9.130429
23.70	9.134788
23.71	9.139148
23.72	9.143508
23.73	9.147867
23.74	9.152228
23.75	9.156588
23.76	9.160949
23.77	9.165310
23.78	9.169671
23.79	9.174033
23.80	9.178394
23.81	9.182757
23.82	9.187119
23.83	9.191482
23.84	9.195844
23.85	9.200208
23.86	9.204571
23.87	9.208935
23.88	9.213299
23.89	9.217663
23.90	9.222028
23.91	9.226393
23.92	9.230758
23.93	9.235124
23.94	9.239490
23.95	9.243856
23.96	9.248222
23.97	9.252589
23.98	9.256956
23.99	9.261324
24.00	9.265691
24.01	9.270059
24.02	9.274428
24.03	9.278797
24.04	9.283166
24.05	9.287535
24.06	9.291905
24.07	9.296275
24.08	9.300645
24.09	9.305016
24.10	9.309387
24.11	9.313758
24.12	9.318130
24.13	9.322502
24.14	9.326875
24.15	9.331248
24.16	9.335621
24.17	9.339995
24.18	9.344369
24.19	9.348743
24.20	9.353118
24.21	9.357493
24.22	9.361868
24.23	9.366244
24.24	9.370620
24.25	9.374997
24.26	9.379374
24.27	9.383751
24.28	9.388129
24.29	9.392507
24.30	9.396886
24.31	9.401265
24.32	9.405644
24.33	9.410024
24.34	9.414404
24.35	9.418785
24.36	9.423166
24.37	9.427547
24.38	9.431929
24.39	9.436312
24.40	9.440694
24.41	9.445077
24.42	9.449461
24.43	9.453845
24.44	9.458230
24.45	9.462615
24.46	9.467000
24.47	9.471386
24.48	9.475772
24.49	9.480159
24.50	9.484546
24.51	9.488934
24.52	9.493322
24.53	9.497711
24.54	9.502100
24.55	9.506489
24.56	9.510879
24.57	9.515270
24.58	9.519661
24.59	9.524052
24.60	9.528444
24.61	9.532837
24.62	9.537230
24.63	9.541623
24.64	9.546017
24.65	9.550412
24.66	9.554807
24.67	9.559202
24.68	9.563598
24.69	9.567995
24.70	9.572392
24.71	9.576790
24.72	9.581188
24.73	9.585586
24.74	9.589986
24.75	9.594385
24.76	9.598786
24.77	9.603187
24.78	9.607588
24.79	9.611990
24.80	9.616392
24.81	9.620796
24.82	9.625199
24.83	9.629603
24.84	9.634008
24.85	9.638414
24.86	9.642820
24.87	9.647226
24.88	9.651633
24.89	9.656041
24.90	9.660449
24.91	9.664858
24.92	9.669268
24.93	9.673678
24.94	9.678088
24.95	9.682500
24.96	9.686912
24.97	9.691324
24.98	9.695738
24.99	9.700151
25.00	9.704566
25.01	9.708981
25.02	9.713397
25.03	9.717813
25.04	9.722230
25.05	9.726648
25.06	9.731066
25.07	9.735485
25.08	9.739905
25.09	9.744325
25.10	9.748746
25.11	9.753168
25.12	9.757590
25.13	9.762013
25.14	9.766437
25.15	9.770862
25.16	9.775287
25.17	9.779713
25.18	9.784139
25.19	9.788566
25.20	9.792994
25.21	9.797423
25.22	9.801853
25.23	9.806283
25.24	9.810714
25.25	9.815145
25.26	9.819577
25.27	9.824011
25.28	9.828444
25.29	9.832879
25.30	9.837314
25.31	9.841751
25.32	9.846187
25.33	9.850625
25.34	9.855063
25.35	9.859503
25.36	9.863943
25.37	9.868383
25.38	9.872825
25.39	9.877267
25.40	9.881711
25.41	9.886155
25.42	9.890599
25.43	9.895045
25.44	9.899491
25.45	9.903939
25.46	9.908387
25.47	9.912836
25.48	9.917286
25.49	9.921736
25.50	9.926188
25.51	9.930640
25.52	9.935093
25.53	9.939547
25.54	9.944002
25.55	9.948458
25.56	9.952915
25.57	9.957372
25.58	9.961831
25.59	9.966290
25.60	9.970751
25.61	9.975212
25.62	9.979674
25.63	9.984137
25.64	9.988601
25.65	9.993066
25.66	9.997532
25.67	10.001998
25.68	10.006466
25.69	10.010935
25.70	10.015404
25.71	10.019875
25.72	10.024346
25.73	10.028819
25.74	10.033292
25.75	10.037767
25.76	10.042242
25.77	10.046719
25.78	10.051196
25.79	10.055675
25.80	10.060154
25.81	10.064635
25.82	10.069116
25.83	10.073599
25.84	10.078082
25.85	10.082567
25.86	10.087052
25.87	10.091539
25.88	10.096027
25.89	10.100516
25.90	10.105006
25.91	10.109497
25.92	10.113989
25.93	10.118482
25.94	10.122976
25.95	10.127472
25.96	10.131968
25.97	10.136466
25.98	10.140964
25.99	10.145464
26.00	10.149965
26.01	10.154467
26.02	10.158971
26.03	10.163475
26.04	10.167981
26.05	10.172488
26.06	10.176995
26.07	10.181505
26.08	10.186015
26.09	10.190526
26.10	10.195039
26.11	10.199553
26.12	10.204068
26.13	10.208584
26.14	10.213102
26.15	10.217621
26.16	10.222141
26.17	10.226662
26.18	10.231185
26.19	10.235709
26.20	10.240234
26.21	10.244760
26.22	10.249288
26.23	10.253817
26.24	10.258347
26.25	10.262879
26.26	10.267411
26.27	10.271946
26.28	10.276481
26.29	10.281018
26.30	10.285556
26.31	10.290096
26.32	10.294637
26.33	10.299179
26.34	10.303723
26.35	10.308268
26.36	10.312814
26.37	10.317362
26.38	10.321912
26.39	10.326462
26.40	10.331014
26.41	10.335568
26.42	10.340123
26.43	10.344679
26.44	10.349237
26.45	10.353797
26.46	10.358358
26.47	10.362920
26.48	10.367484
26.49	10.372049
26.50	10.376616
26.51	10.381184
26.52	10.385754
26.53	10.390325
26.54	10.394898
26.55	10.399473
26.56	10.404049
26.57	10.408627
26.58	10.413206
26.59	10.417787
